,Date,Location,Shape,Duration,Population,Count
696,1998-02-22," Jayuya (Puerto Rico) ?, PR", fireball,10 secs,2759.0,1
1208,1998-02-23," Ossipee, NH", light,1 minute,,3
708,1998-02-24," Houston, TX", cigar,15 MIN,2099451.0,2
13819,1998-02-25," Harrisburg, PA", cigar,23 minutes,49528.0,3
26265,1998-02-26," Tallahassee, FL", triangle,20 mins,181376.0,3
9236,1998-02-27," Vancouver, WA", circle,5 mins?,161791.0,6
713,1998-02-28," North Highlands, CA", light,10-15 seconds,42694.0,1
7099,1998-03-01," New Albany, IN", light,1 minute,36372.0,4
758,1998-03-03," Flagstaff, AZ", light,15-20 seconds,65870.0,1
738,1998-03-05," Norfolk, VA", fireball,3  seconds,242803.0,3
24926,1998-03-07," Malabar, FL", triangle,30 sec.,2757.0,26
6537,1998-03-08," Columbus, GA", changing,3 to 5 min,189885.0,2
817,1998-03-09," Tucson, AZ", triangle,10 min,520116.0,1
24181,1998-03-10," Santa Monica, CA", sphere,1:30,89736.0,5
766,1998-03-11," Quincy, CA", circle,2-2.5 min,1728.0,3
11038,1998-03-12," San Antonio, TX", light,5 minutes,1327407.0,5
25660,1998-03-13," San Diego, CA", circle,20 minutes,1307402.0,6
29951,1998-03-14," Frankfort, IN", triangle,2 minutes,16422.0,3
37376,1998-03-15," Roswell, NM", triangle,1 min,48366.0,9
2286,1998-03-16," Seattle, WA", sphere,5 seconds,608660.0,6
919,1998-03-19," Grosse Ile, MI", diamond,5 min.,,2
1120,1998-03-20," Kansas City, MO", formation,30min.,459787.0,4
24550,1998-03-21," San Antonio, TX", formation,30 Minutes,1327407.0,2
794,1998-03-22," Doylestown, PA", disk,5 min,8380.0,1
10466,1998-03-24," Southport, CT", circle,15 sec.,1585.0,5
2050,1998-03-26," Lake Wales, FL", light,1 hour,14225.0,7
10068,1998-03-27," Arroyo Grande, CA", disk,5min,17252.0,5
11761,1998-03-28," Urbana, OH", disk,2minutes,11793.0,2
885,1998-03-29," Indio, CA", light,3-5 min.,76036.0,3
4108,1998-03-30," Davenport (Vanderveer Park), IA", circle,?,99685.0,3
861,1998-03-31," Baraboo, WI", light,a few seconds,12048.0,1
37368,1998-04-01," Providence, RI", circle,4 Minutes,178042.0,3
2561,1998-04-02," Santa Clarita, CA", fireball,5 minutes,176320.0,4
6918,1998-04-03," San Antonio, TX", triangle,ufo,1327407.0,5
1848,1998-04-04," Cheyenne, WY", sphere,10 seconds,59466.0,2
6291,1998-04-05," Winslow, ME", light,5 minutes,7794.0,3
1020,1998-04-09," San Diego, CA", oval,2,1307402.0,4
18356,1998-04-10," Pembroke Pines, FL", triangle,about 5 mins,154750.0,3
22566,1998-04-11," Spring Valley, CA", fireball,1 hour,28205.0,2
22414,1998-04-12," Cleveland, TN", triangle,2 min.,41285.0,6
16636,1998-04-13," Binghamton, NY", other,3 min,47376.0,1
3160,1998-04-14," Spokane, WA", light,2 min,208916.0,2
35668,1998-04-15," San Antonio, TX", cylinder,3 mintues,1327407.0,13
28778,1998-04-16," Fort Gay, WV", disk,"10 min,",705.0,3
3359,1998-04-17," Plainwell, MI", triangle,1 hour,3804.0,1
883,1998-04-18," Glenview, IL", triangle,10 min,44692.0,2
3824,1998-04-19," Chicago (near O&apos;hare airport), IL", other,10 minutes,2695598.0,1
21278,1998-04-20," Brighton, IL", triangle,15 minutes,2254.0,4
2362,1998-04-21," Santa Cruz, CA", fireball,15 seconds,59946.0,3
18282,1998-04-22," Friday Harbor, WA", fireball,a few seconds,2162.0,13
1130,1998-04-23," Hollywood, CA", light,APROX 10 MIN,,4
871,1998-04-24," Bedford Park, IL", fireball,3-5 seconds,580.0,1
25786,1998-04-25," Frisco, CO", oval,2.5 hrs,2683.0,4
877,1998-04-26," Eagan, MN", light,5 secs,64206.0,2
879,1998-04-27," Santa Cruz, CA", other,15min,59946.0,1
38186,1998-04-28," Tulsa, OK", circle,1 minute,391906.0,2
1365,1998-04-29," Republic (northwest), WA", fireball,seconds,1073.0,2
2024,1998-04-30," Austin, TX", sphere,10 seconds,790390.0,2
11759,1998-05-01," Lufkin, TX", light,3 to 5 minutes,35067.0,4
933,1998-05-02," Los Angeles, CA", triangle,~20sec,3792621.0,4
29655,1998-05-03," Las Vegas, NV", triangle,3 min,583756.0,1
18652,1998-05-04," San Diego, CA", disk,11:00,1307402.0,3
1746,1998-05-06," Auburn, WA", sphere,12 minutes,70180.0,2
36073,1998-05-08," Deerfield Beach, FL", light,Approx. 5-10 minutes,75018.0,3
16499,1998-05-10," Grand Rapids, MN", unknown,10 Seconds,10869.0,4
907,1998-05-11," South Holland, IL", disk,30 sec.s,22030.0,1
22095,1998-05-12," Kinston/Richlands (between; Rt. 258), NC", cigar,few seconds,21677.0,3
28802,1998-05-15," Nettleton, MS", light,15-30 Sec.,1992.0,6
19187,1998-05-16," Overland Park, KS", fireball,a few seconds,173372.0,7
935,1998-05-17," Belle Vernon, PA", other,40 min.,1093.0,5
930,1998-05-18," Rapid City, SD", other,30-60 seconds,67956.0,1
39739,1998-05-20," Old Appleton, MO", unknown,35 seconds,85.0,7
18174,1998-05-21," St. Charles, ID", other,9 hours,131.0,4
23641,1998-05-22," Tigard, OR", triangle,5 min.,48035.0,2
2740,1998-05-23," Moab, UT", fireball,5 min,5046.0,1
1008,1998-05-24," Asbury Park, NJ", cigar,2 min,16116.0,1
944,1998-05-25," Madison, WI", cylinder,5 minutes,233209.0,1
962,1998-05-26," Denver (downtown), CO", teardrop,15 seconds,600158.0,1
955,1998-05-28," Stanwood, WA", rectangle,a minute? seemed longer,6231.0,4
1223,1998-05-29," North Bend, OH", triangle,45 sec.,857.0,6
38313,1998-05-30," Salem, OR", oval,2105,154637.0,2
4174,1998-05-31," Penfield, IL", disk,10 minutes,193.0,4
37200,1998-06-01," Ellensburg, WA", light,8 seconds,18174.0,21
6279,1998-06-04," Panama City Beach, FL", triangle,10-15 Minutes,12018.0,3
37881,1998-06-06," Salinas, CA", fireball,10 seconds,150441.0,10
17245,1998-06-07," Watertown, NY", circle,2 minutes,27023.0,6
7000,1998-06-08," Newport, RI", light,25 minutes,24672.0,3
19646,1998-06-09," Brownsville, TX", light,15min.,175023.0,2
10667,1998-06-10," Chicago, IL", circle,35 min,2695598.0,1
23776,1998-06-11," Patterson, CA", disk,5 min,20413.0,4
20693,1998-06-12," Grayling, MI", sphere,5 minutes,1884.0,5
1181,1998-06-13," Gresham, OR", cross,&lt;3min,105594.0,3
2250,1998-06-14," Columbus, OH", formation,3 mins.,787033.0,1
28786,1998-06-15," Beavercreek, OH", other,5 min,45193.0,16
26833,1998-06-16," Vincennes, IN", light,3TO 4MIN.,18423.0,4
4967,1998-06-17," Annapolis, MD", teardrop,30 seconds,38394.0,3
985,1998-06-18," Kirkland, WA", diamond,3sec,48787.0,2
20321,1998-06-19," Tucson, AZ", unknown,10 seconds,520116.0,1
28722,1998-06-20," Jacksonville, FL", circle,5s-10s,821784.0,11
2242,1998-06-21," Waveland, MS", oval,5 minutes,6435.0,4
21107,1998-06-22," Ellsworth, WI", light,15 minutes,3284.0,5
1009,1998-06-23," Richmond, VA", unknown,5 minutes,204214.0,3
6251,1998-06-24," Lewiston (In Maine near), ME", light,Felt like a second,36592.0,2
2508,1998-06-25," Plymouth, WI", circle,1 min,8445.0,5
1155,1998-06-26," Apple Valley, CA", other,30 min,69135.0,2
1041,1998-06-27," Trenton (Hamilton Township), NJ", disk,5 minutes,84913.0,2
22423,1998-06-28," Central Point, OR", light,05 SECONDS,17169.0,6
2044,1998-06-29," Waterford, WI", flash,11:45pm,5368.0,4
33246,1998-06-30," Urbana, IL", cylinder,seconds,41250.0,9
39321,1998-07-01," Rapid City, MI", sphere,1 hour,1352.0,6
1042,1998-07-02," Kalamazoo (Cooper Township), MI", cone,3 minutes,74262.0,1
1060,1998-07-03," Huntsville, AL", light,15 minutes,180105.0,1
13445,1998-07-04," Boston, MA", sphere,Unsure,617594.0,10
24644,1998-07-05," Portland, ME", triangle,25 Minutes,66194.0,4
5930,1998-07-06," Loomis, WA", flash,Bright  lights,159.0,3
28908,1998-07-07," Hull, GA", oval,five minutes,198.0,6
7037,1998-07-08," Lakin, KS", triangle,1-2 minutes,2216.0,2
1067,1998-07-09," Fernley, NV", triangle,10 minutes,19368.0,1
26720,1998-07-10," Arnold, MO", light,less than 5 seconds,20808.0,6
1077,1998-07-11," Lincoln, MA", sphere,5 minutes,,3
18300,1998-07-12," Decatur, AL", other,2 min or so i ran in scar,55683.0,6
1096,1998-07-13," Chocowinity, NC", disk,?,820.0,4
2672,1998-07-14," Bay City, TX", unknown,15 - 20 minutes,17614.0,1
42915,1998-07-15," Bristol, RI", egg,4 min.,,17
20361,1998-07-16," Pine Bush, NY", sphere,20 seconds,1780.0,3
10804,1998-07-17," Fort Lauderdale, FL", flash,ten mintutes,165521.0,8
6921,1998-07-18," Chandler, AZ", light,24 minutes,236123.0,2
21063,1998-07-19," Arcadia, KS", unknown,5 mins,310.0,3
24703,1998-07-20," Clearfield, IA", sphere,10-15 sec,363.0,9
24500,1998-07-21," Houston, TX", other,15 minutes,2099451.0,5
10601,1998-07-22," Athens, AL", disk,10 seconds,21897.0,1
4738,1998-07-23," Fort Smith (about 20 miles SW), AR", light,10  minutes,86209.0,2
1137,1998-07-24," Washington, D.C. (Capitol Hill), DC", cigar,split second,601723.0,2
40081,1998-07-25," Moscow Mills, MO", cigar,1  min,2509.0,6
6676,1998-07-26," Portland, OR", cylinder,1 Minute,583776.0,4
1252,1998-07-27," Charleston, WV", fireball,4 or 5 seconds,51400.0,2
23046,1998-07-28," Bristol, VA", disk,4 minutes,17835.0,4
1134,1998-07-29," Aloha, OR", light,50 minutes,49425.0,1
1150,1998-07-30," St. Helen, MI", circle,15 minutes,2668.0,1
2233,1998-07-31," Las Vegas, NV", triangle,3-4 minutes,583756.0,3
38774,1998-08-01," Chicago, IL", light,2 minutes,2695598.0,15
15712,1998-08-02," Richmond, VA", sphere,several minutes,204214.0,2
26723,1998-08-03," Midland, SD", unknown,45minutes,129.0,5
14873,1998-08-05," Newton, KS", formation,30 minits,19132.0,3
1148,1998-08-06," Albany, OR", cone,45 seconds,50158.0,1
37027,1998-08-07," Casa Grande, AZ", triangle,about 3 min,48571.0,4
31249,1998-08-08," North Charleston, SC", unknown,8 minutes,97471.0,4
1187,1998-08-09," Grayling, MI", sphere,30min.,1884.0,2
27243,1998-08-10," Harrisburg, PA", triangle,30 minutes,49528.0,7
1243,1998-08-11," Canby, OR", unknown,unknown,15829.0,2
12500,1998-08-12," Ettrick, WI", circle,dont know what this means,524.0,5
25103,1998-08-13," Hampton, NH", circle,3-5 seconds,9656.0,6
7568,1998-08-14," Seattle, WA", rectangle,5+ hours (overnight?),608660.0,2
30231,1998-08-15," Tracy (near; on I-5; close to Gilroy), CA", circle,2-3 minutes,82922.0,14
1288,1998-08-16," Gridley (10 miles N of, and 20 miles SE Chico), CA", flash,3 to 5 seconds,6584.0,1
8238,1998-08-17," Darien, NY", triangle,5 seconds,,4
5520,1998-08-18," Silverhill, AL", disk,3 minutes,706.0,2
20537,1998-08-19," Albuquerque, NM", light,3min,545852.0,5
12873,1998-08-20," Oxnard, CA", triangle,10 mins,197899.0,7
3908,1998-08-21," Bishop (remote, High Sierras, above), CA", rectangle,10 seconds,3879.0,4
20171,1998-08-22," Madera/Manteca (on the hiway), CA", other,18 minutes,61416.0,5
36996,1998-08-23," East Hartford, CT", unknown,5 minutes,51252.0,1
10262,1998-08-24," Westfield, MA", triangle,20minutes,41094.0,4
31676,1998-08-25," Pebble Beach, CA", unknown,10 minutes,,2
1417,1998-08-26," Waterford, MI", fireball,5 - 10 seconds,,2
1341,1998-08-27," Oregon, OH", fireball,1-2 minutes,20291.0,1
27431,1998-08-28," Mobile, AL", light,approx. 1 minute,195111.0,4
1205,1998-08-29," West Salem, OH", changing,1 minute,1464.0,2
21200,1998-08-30," St. Augustine, FL", triangle,5-7 minutes,12975.0,1
1244,1998-08-31," Tucson, AZ", unknown,60 seconds,520116.0,1
11920,1998-09-01," Leonardo, NJ", disk,3 minutes,2757.0,5
39852,1998-09-02," Schaumburg, IL", oval,:30 secs,74227.0,5
4786,1998-09-03," Stanton, CA", light,all night,38186.0,4
3399,1998-09-04," Hartsdale/White Plains, NY", triangle,5-7 minutes,5293.0,4
1503,1998-09-05," Charleston, SC", fireball,5 seconds,120083.0,1
22915,1998-09-06," Tyler, TX", sphere,10,96900.0,6
1242,1998-09-07," Fallon, NV", light,3 min,8606.0,2
1311,1998-09-08," Emory (5 Mi East of), TX", fireball,4 sec,1239.0,1
1322,1998-09-09," Tomah, WI", cylinder,15seconds+,9093.0,1
28804,1998-09-10," San Angelo, TX", fireball,30 mins to and hour,93200.0,6
1284,1998-09-11," Roswell, NM", diamond,5 seconds,48366.0,1
15881,1998-09-12," Shalimar, FL", fireball,10 minutes,717.0,6
2790,1998-09-13," Gainesville, GA", other,10-15 SEC.,33804.0,6
1369,1998-09-14," Randle/Packwood (between), WA", cigar,10 seconds,,2
42365,1998-09-15," Lubbock, TX", other,5 minutes,229573.0,16
1254,1998-09-16," San Diego (Point Loma/Ocean Beach area), CA", light,1 to 15 Minutes,1307402.0,1
2502,1998-09-17," Mokena, IL", disk,30 seconds,18740.0,1
7868,1998-09-18," Ashland, KY", oval,2 min.,21684.0,6
1752,1998-09-19," Boulder City, NV", triangle,5 minutes,15023.0,4
33098,1998-09-20," Tukwila, WA", sphere,15 minutes,19107.0,6
9360,1998-09-21," Sedona, AZ", other,15 min.,10031.0,5
3518,1998-09-22," New Berlin, WI", chevron,60seconds,39584.0,10
1411,1998-09-23," Los Angeles, CA", chevron,45 seconds ish,3792621.0,36
1449,1998-09-24," Huntington Beach, CA", fireball,1-2 sec.,189992.0,7
20221,1998-09-25," Bellevue/Redmond, WA", rectangle,25 minutes,122363.0,8
1400,1998-09-26," Athens (near), GA", circle,5 seconds,,11
6075,1998-09-27," Mesquite, TX", triangle,1min,139824.0,4
14269,1998-09-28," Agawam, MA", oval,2 MIN,28438.0,7
1375,1998-09-29," Rochester, NY", fireball,4 secs,210565.0,3
2211,1998-09-30," Tucson, AZ", light,3-4 sec,520116.0,1
38062,1998-10-01," Clarinda, IA", triangle,60 seconds,5572.0,13
1853,1998-10-02," El Monte, CA", circle,about 10 min.,113475.0,3
36208,1998-10-03," Key West, FL", changing,20 MINUTES,24649.0,2
9729,1998-10-04," Walla Walla (west of), WA", fireball,few seconds,31731.0,11
1828,1998-10-05," Dana Point, CA", fireball,At least 10 seconds,33351.0,3
7405,1998-10-06," Cream Ridge, NJ", triangle,12 - 16 seconds,,4
9162,1998-10-07," Gonzales, LA", triangle,2 minutes,9781.0,2
2176,1998-10-08," Barrington, NJ", diamond,3 minutes,6983.0,4
3189,1998-10-09," Noblesville, IN", changing,35 secs,51969.0,4
12440,1998-10-10," Delano, TN", fireball,15 seconds,,8
1433,1998-10-11," Bar Harbor (Bar Island Crossover), ME", sphere,30 Seconds,2552.0,7
24755,1998-10-12," Asheville, NC", light,40 min,83393.0,4
1516,1998-10-14," Tucson, AZ", oval,2 min.,520116.0,3
27394,1998-10-15," Enterprise, AL", triangle,15 minutes,26562.0,17
35286,1998-10-16," Sacramento, CA", triangle,5 minutes,466488.0,9
26938,1998-10-17," Bridgewater, SD", other,5 minutes,492.0,5
1489,1998-10-18," Portland, OR", fireball,7sec,583776.0,5
31242,1998-10-19," Antwerp, OH", triangle,10 minutes,1736.0,9
35342,1998-10-20," Avon, NC", chevron,3 min,776.0,7
9359,1998-10-21," Campbell, CA", other,10MINUTES,39349.0,2
39764,1998-10-22," Rupert, ID", sphere,2 minutes,5554.0,3
2320,1998-10-23," New Berlin, WI", disk,7 Min,39584.0,8
17474,1998-10-24," Tacoma, WA", light,15 minutes,198397.0,5
20291,1998-10-25," Vallejo, CA", triangle,45 seconds,115942.0,6
1751,1998-10-26," Cleburne, TX", light,7 seconds,29337.0,12
1482,1998-10-27," Newport, TN", circle,1 sec.,6945.0,1
27526,1998-10-28," Detroit, MI", circle,less than a minute,713777.0,9
28943,1998-10-29," Nashville, TN", other,5 minutes,601222.0,8
27562,1998-10-30," Kirtland, OH", chevron,2-3min.,6866.0,1
16416,1998-10-31," Anchorage, AK", circle,10 seconds,291826.0,2
17441,1998-11-01," Kalamazoo, MI", fireball,1min,74262.0,9
1542,1998-11-02," Grand Rapids (North of), MI", fireball,1 minute,188040.0,2
1911,1998-11-03," Mesa, AZ", fireball,10 min,439041.0,5
29836,1998-11-04," Albuquerque, NM", oval,4-5 mins.,545852.0,3
19466,1998-11-05," Punta Gorda, FL", triangle,30 seconds,16641.0,3
21267,1998-11-06," Barstow (near, on I-15 N), CA", fireball,only seconds,22639.0,5
9352,1998-11-07," Sweetwater, TX", changing,30 minutes,10906.0,6
1590,1998-11-08," Los Angeles (Downtown), CA", fireball,3-5 seconds,3792621.0,1
4562,1998-11-09," Pacifica (Rockaway Beach), CA", light,1.5 hours,37234.0,4
1953,1998-11-10," Chicago, IL", sphere,about an hour,2695598.0,6
1855,1998-11-11," Akron, OH", fireball,90 seconds,199110.0,3
14560,1998-11-12," Towanda, PA", triangle,15 sec,2919.0,9
9450,1998-11-14," Fenn, ID", fireball,30 seconds,,6
14509,1998-11-15," Ellensburg, WA", fireball,15-20 sec,18174.0,8
20079,1998-11-16," Baraboo, WI", triangle,10 min,12048.0,13
22525,1998-11-17," Cleveland, OH", egg,2 minutes,396815.0,17
39814,1998-11-18," Kodiak, AK", light,2-3 minutes,6130.0,4
1801,1998-11-19," Auburn, CA", sphere,10 mins,13330.0,5
19546,1998-11-20," Aurora, CO", triangle,5-10 minutes,325078.0,6
1696,1998-11-21," Helena (north of, on highway 49), AR", circle,30 seconds,,3
1661,1998-11-22," Boise, ID", disk,2 seconds,205671.0,3
35904,1998-11-23," Coon Rapids, MN", oval,3-4 seconds,61476.0,6
2001,1998-11-24," Ashland, OH", triangle,15 seconds,20362.0,6
3803,1998-11-25," Louisville, KY", sphere,5 minutes,597337.0,4
15470,1998-11-26," San Diego, CA", oval,3 hours,1307402.0,4
1871,1998-11-27," Columbia, TN", fireball,5 SEC.,34681.0,7
1717,1998-11-28," Douglasville (west of Atlanta), GA", circle,1 to 2 hours,30961.0,4
3237,1998-11-29," Palm Desert (above), CA", fireball,1 minute,48445.0,3
2281,1998-11-30," Rockford, IL", triangle,10 minutes,152871.0,3
4667,1998-12-01," Traverse City (M-72 West outside), MI", fireball,10 to 20 seconds,14674.0,5
1693,1998-12-02," Columbus, OH", disk,5 minutes,787033.0,1
1777,1998-12-03," Albany, NY", light,unknown,97856.0,3
1781,1998-12-05," Pahrump, NV", circle,1 minute,36441.0,5
1899,1998-12-06," Orange (W/B SR-22, Garden Grove Fwy, @ Main St.), CA", fireball,&lt; 1 second,136416.0,7
1842,1998-12-07," Medina, OH", fireball,5 - 10 seconds,26678.0,3
3862,1998-12-08," De Leon, TX", light,5 minutes,2246.0,4
1756,1998-12-09," Alamosa, CO", oval,45 seconds,8780.0,6
1802,1998-12-10," Hesston, KS", triangle,10 min,3709.0,5
16169,1998-12-11," Pensacola, FL", fireball,4 minutes,51923.0,4
1897,1998-12-12," Bangor/Falmoth (Between), ME", light,Until I gave up looking a,33039.0,3
1852,1998-12-13," Fall River, MA", light,5 seconds,88857.0,12
2004,1998-12-14," Littleton, MA", disk,1 second,,8
40240,1998-12-15," Fairbanks, AK", formation,5 minutes,31535.0,20
20302,1998-12-16," Port Charlotte, FL", disk,approx.1-3min,54392.0,4
2352,1998-12-17," Escondido, CA", oval,second,143911.0,7
24593,1998-12-18," Boca Grande, FL", disk,5 minutes,,5
1962,1998-12-19," Riddle, OR", light,15 seconds,1185.0,4
1850,1998-12-20," Charleston, SC", sphere,3 seconds,120083.0,1
3252,1998-12-21," Rupert (5 miles north of), ID", disk,10 minutes,5554.0,2
12629,1998-12-22," Phoenix, AZ", sphere,15 minutes,1445632.0,6
12866,1998-12-23," Miami, FL", circle,3 minutes,399457.0,3
3459,1998-12-24," Hathaway, LA", cylinder,5  min.,,2
7112,1998-12-25," Kansas City, MO", chevron,5 minutes,459787.0,4
1904,1998-12-26," Eagle River, AK", oval,15 min.,,2
1934,1998-12-27," Stratham, NH", rectangle,30 seconds?,,2
4663,1998-12-28," Kure Beach, NC", cone,5 min,2012.0,4
25956,1998-12-30," Cape May Court House, NJ", sphere,&lt; 30 seconds,5338.0,2
15172,1998-12-31," Jonesboro (near), LA", changing,3 min,4704.0,4
21294,1999-01-01," Loma Rica, CA", light,10-20minutes,2368.0,5
1973,1999-01-02," Marysville/Beale A,F.B., CA", sphere,30 to 45 secs,12072.0,4
1895,1999-01-03," Bellevue, WA", light,4-5 min.,122363.0,1
1921,1999-01-04," Longview, TX", circle,2-3 hrs,80455.0,3
31497,1999-01-05," Estes Park, CO", circle,1 minute,5858.0,6
1922,1999-01-06," Dallas, TX", fireball,30seconds,1197816.0,2
4349,1999-01-07," Charlotte, NC", triangle,5 min,731424.0,4
14663,1999-01-08," Wasilla, AK", flash,30 seconds,7831.0,7
1980,1999-01-09," Longboat Key, FL", light,6 minutes,6888.0,3
3676,1999-01-10," San Lorenzo (Puerto Rico), PR", formation,0:01min.,8037.0,7
30690,1999-01-11," Lebanon, OR", cylinder,2 min,15518.0,5
27170,1999-01-12," Dallas, TX", circle,30sec-1min,1197816.0,3
12813,1999-01-13," Edwardsville, IL", other,1minute,24293.0,3
1975,1999-01-14," Seattle (south, 8600 block E Marginal Way South), WA", oval,3-4secs,608660.0,4
8668,1999-01-15," Plymouth, MA", triangle,20 Min.,7494.0,7
1976,1999-01-16," Clermont, GA", disk,1 hour,875.0,2
1974,1999-01-17," Brookhaven, MS", fireball,2 minutes,12513.0,1
4712,1999-01-18," Olympia, WA", unknown,15 seconds,46478.0,5
1988,1999-01-19," Carlinville (from, until almost Carrollton), IL", cigar,20 minutes,5917.0,2
2023,1999-01-20," Olney, IL", chevron,10 seconds,9115.0,4
1994,1999-01-22," Silverdale (Bangor Submarine Base), WA", light,3-5 seconds,19204.0,1
20487,1999-01-23," Ocala, FL", triangle,1-2 minutes,56315.0,5
2042,1999-01-25," West Elkton, OH", light,10-15 minutes,197.0,3
2056,1999-01-26," Humble, TX", formation,4-5 min.,15133.0,2
2005,1999-01-27," Mobile, AL", light,20 SECONDS,195111.0,1
2739,1999-01-28," McAlester, OK", other,1 second,18383.0,2
2018,1999-01-29," Germantown/Frederick  (between), MD", disk,10 minutes,86395.0,2
4538,1999-01-30," Palm Springs, CA", sphere,5-10 seconds,44552.0,2
9498,1999-01-31," Riverton, WY", fireball,5 seconds,10615.0,2
31093,1999-02-01," Flagstaff, AZ", chevron,5-10 minutes,65870.0,5
2173,1999-02-02," Sierra Vista, AZ", unknown,7-10 minutes,43888.0,12
2052,1999-02-03," Conway (I-40 north of, mile marker 120), AR", triangle,2 min,58908.0,4
4546,1999-02-04," Prescott Valley, AZ", circle,15 minutes,38822.0,2
4290,1999-02-06," Henderson, NV", teardrop,15-20 minutes at the most,257729.0,1
2143,1999-02-07," Quartzsite, AZ", egg,90 sec.(approx),3677.0,2
2116,1999-02-08," Bulls Gap, TN", sphere,5min,738.0,1
2285,1999-02-09," Leon, WV", other,3 hours,158.0,2
16582,1999-02-10," Huntsville, AL", light,approx: 30 seconds,180105.0,5
2115,1999-02-11," New Florence, MO", circle,Night,769.0,5
21354,1999-02-12," North Pole, AK", fireball,30-45 sec,2117.0,5
2063,1999-02-13," Walnut Creek, CA", unknown,10 min,64173.0,2
2078,1999-02-14," Youngstown, OH", light,11:38,66982.0,3
15788,1999-02-15," Austin, TX", unknown,unknown,790390.0,5
10644,1999-02-16," Boron, CA", changing,10minsorlonger,2253.0,3
2197,1999-02-17," Lee Vining (Mt. Warren), CA", rectangle,15 mins.,222.0,4
2892,1999-02-18," Jacksonville, FL", light,20 mins.,821784.0,4
3085,1999-02-19," Orlando, FL", circle,1.5 min,238300.0,7
42217,1999-02-20," Palm Springs, CA", circle,1-2 minutes,44552.0,7
14370,1999-02-21," Weyers Cave, VA", other,2min.,2473.0,4
6336,1999-02-22," Otway, OH", other,20 minutes,87.0,2
15428,1999-02-23," Spur, TX", triangle,25 mins.,1318.0,11
2888,1999-02-24," Elmira Heights, NY", rectangle,20min,4097.0,8
2972,1999-02-25," Garland, TX", flash,20 minutes,226876.0,4
2626,1999-02-26," Baltimore (Reisterstown Road &amp; Northern arkway), MD", rectangle,about 1 minute,620961.0,4
5992,1999-02-27," Dagsboro, DE", light,10 min,805.0,11
8278,1999-02-28," Binghamton, NY", formation,45 seconds,47376.0,5
7735,1999-03-01," Butte, MT", disk,3 Seconds,,6
2290,1999-03-02," Covina, CA", egg,2-3 min,47796.0,4
3338,1999-03-03," Fair Oaks, CA", disk,photo,30912.0,5
4579,1999-03-04," Bridgeport, CA", light,10 minutes,575.0,18
5873,1999-03-05," Cape Girardeau, MO", unknown,15 Minutes,37941.0,3
2529,1999-03-07," Champaign, IL", formation,5 minutes total,81055.0,2
2238,1999-03-09," Seattle (Shoreline), WA", triangle,20 minutes,608660.0,3
16225,1999-03-10," Glen Burnie, MD", unknown,30 Minutes,67639.0,2
2280,1999-03-11," Jacksonville, FL", triangle,1min,821784.0,5
11393,1999-03-12," Grand Rapids, MI", formation,30 seconds,188040.0,6
2310,1999-03-13," Diamond Bar, CA", sphere,2 seconds,55544.0,2
2662,1999-03-14," Madison, WI", circle,Approx 30 sec.,233209.0,3
13031,1999-03-15," Hurricane, WV", unknown,approx. 5 minutes,6284.0,3
20450,1999-03-16," Fort Lauderdale, FL", triangle,2 minutes,165521.0,3
12545,1999-03-17," Gurnee, IL", triangle,2:15,31295.0,7
2318,1999-03-18," Kissimmee, FL", other,one minute,59682.0,1
2593,1999-03-19," Augusta, GA", oval,5 minutes,,4
3490,1999-03-20," Poca (in Manilla Creek), WV", sphere,30-60 minutes,974.0,5
2436,1999-03-21," Bristol, VA", disk,5 minutes,17835.0,4
2319,1999-03-22," Dallas/(Irving), TX", disk,30-45 sec,1197816.0,2
19519,1999-03-23," Colorado Springs, CO", sphere,45minutes,416427.0,6
2330,1999-03-24," Lincoln, NE", disk,8 seconds,258379.0,3
2326,1999-03-25," Hillsboro, OR", disk,Less than 1 min.,91611.0,1
2349,1999-03-26," Bowie, MD", light,one hour,54727.0,2
2336,1999-03-27," Follansbee, WV", disk,WALKING MY DOG,2986.0,3
2393,1999-03-28," Henderson, CO", fireball,1.5 to 2 sec.,,3
2357,1999-03-29," Norfolk, VA", unknown,2 seconds,242803.0,5
30495,1999-03-30," Southington, CT", disk,2 min,,5
38703,1999-03-31," Post (3 mi. west of), TX", unknown,5 seconds,5376.0,5
9850,1999-04-01," Warrensburg, NY", rectangle,5 minutes,3103.0,5
2388,1999-04-02," Natchez, MS", triangle,10 seconds,15792.0,3
2367,1999-04-03," Coral Gables, FL", unknown,2 Minutes,46780.0,2
3820,1999-04-04," Liberty, MO", disk,10minutes,29149.0,4
13279,1999-04-05," Huntsville, AL", cigar,15 min,180105.0,6
2399,1999-04-06," Fayetteville, AR", light,4 min.,73580.0,5
2414,1999-04-07," Las Cruces, NM", oval,less than a minute,97618.0,2
2401,1999-04-08," Ridgecrest, CA", changing,30 minutes,27616.0,6
2398,1999-04-09," Edmond, OK", fireball,5 seconds,81405.0,1
23542,1999-04-10," Grand Rapids, MI", triangle,30 minutes,188040.0,4
2409,1999-04-11," Winter Park (suburb of Orlando), FL", chevron,20-30 seconds,27852.0,3
2431,1999-04-12," Ramona, CA", light,1 minute,20292.0,2
10834,1999-04-13," Youngstown, OH", oval,aprox 8 min.,66982.0,3
2698,1999-04-14," Houston, TX", chevron,5-10 seconds,2099451.0,7
