date,distance,drinking,population,satellite,fireball,pilotballon,precipitation,visibility,smog,shape,timing
20050307,2111.071425,7.6,140005,0,,,0,10,32, cylinder,20 min
20050307,,,,0,,,,,, light,1 hour 20
20050308,0.317444036,7.2,,0,,,0.09,6,33, oval,10 minutes
20050308,,,32426,0,,,0,,, light,10 sec.
20050309,0.815660306,8.2,25645,0,,,0.01,10,, rectangle,3 seconds
20050309,1.421654444,9.1,1217575,0,,,0.02,10,, light,5 minutes
20050317,1864.100112,8.4,25982,0,,,0,10,, disk,
20050405,,5.6,2864,0,,,0.21,9,31, triangle,20 minutes
20050430,1.210597261,10.1,11278,0,,,0,10,, teardrop,about 2 minutes
20050430,1.210597261,10.1,2864,0,,,0,10,, triangle,30 Minutes
20081024,1454.569596,8.4,11213,0,,,0,10,, circle,5-10 seconds
20050308,0.582437966,7.2,597634,0,,,0,10,36, disk,90 sec
20050308,1.248530189,9.1,94365,0,,,0,10,, sphere,30 MIN
20050308,2.128119581,4,130073,0,,,0,9,, unknown,2 Minutes
20050308,8.20412448,5.3,,0,,,0,10,, formation,within 30-40 minutes
20050309,0.275470345,7.5,,0,,,0,10,, triangle,5 min
20050309,1.320665892,8.1,,0,,,0,4,33, fireball,10 min.
20050309,15.46246697,11.3,59308,0,,,0,10,, triangle,5 minutes
20050309,19.58828669,5.4,,0,,,0,10,, flash,40 minutes
20050309,1755.517382,5.3,52716,0,,88.30750972,0,7,, fireball,0.3 second
20050309,,5,32581,0,,27.16210272,0,10,, light,3 mins
20050310,,,573336,0,,,,,, light,3-4 sec
20050312,2.640484219,5.4,656,0,,,0,10,36, light,50 min
20050313,5.2324789,6.6,,0,,,,,, sphere,Over an hour
20050522,,7.6,19661,0,,,,,, sphere,5 seconds
20050802,,,,0,,,,,, light,10 mins
20070521,,,,0,,,0,14.7,, disk,2 minute
20050309,214.3980636,5.7,2650,0,7015.537282,,0,10,, flash,10 minutes
20050309,570.9913722,5,674,0,7015.537282,90.17628967,0.13,9,, cylinder,about 3 to 5 seconds
20050309,9288.624233,7.4,1012,0,7015.537282,,0,10,, light,approx. 10 minutes
20050310,0.614595558,11,550857,0,7015.537282,,0,10,33, triangle,45 minutes
20050310,262.8020272,4.4,,0,7015.537282,73.91233464,0,10,, triangle,1-4 minutes
20050310,7839.888281,6.2,,0,7015.537282,,,,, circle,55 minutes
20050311,3222.194938,9.1,,0,7015.537282,,0,7,, light,3 minutes
20050323,0.04957424,8.3,95062,0,7015.537282,,3.14,5,, oval,10 seconds
20050412,2.000232295,6.8,49789,0,7015.537282,84.46963059,0,7,, other,20 seconds
20050427,721.3263256,6.8,,0,7015.537282,,3.14,5,, triangle,2 seconds
20050509,615.8885618,4.8,436210,0,7015.537282,,0,10,, changing,10 min.
20100805,356.5142206,4.9,,0,7015.537282,65.22180265,0,10,, disk,ONE HOUR
20050310,0.217449418,9.1,,0,,,0,8,, sphere,seconds
20050310,0.728031018,7.3,538053,0,,,,,, light,3 minutes
20050310,0.776051666,6.2,,0,,,0,10,, cigar,30 s
20050310,1.426836347,7.9,,0,,,0.01,5,, cigar,10-15 seconds
20050310,2.14839657,9.7,27384,0,,,0,6,, disk,5 mins
20050311,0.866301092,6.6,,0,,,0,10,, disk,1 minute
20050311,1.70412309,6.6,243,0,,,0,10,, triangle,6 min
20050311,2.19208734,13,21658,0,,,0,6,, egg,2 minutes
20050311,3.813708464,7.5,11700,0,,97.33474225,0,5,, unknown,5min
20050311,,,6206,0,,,,,, light,2 to 3 minutes
20050313,3.837764078,6,,0,,,,,, diamond,1 minute
20050314,,,,0,,,,,, unknown,2 seconds
20050315,13.66475359,7.7,,0,,,,,, oval,4 seconds
20050315,,,75051,0,,,,,, sphere,10-15 minutes
20050317,5.470120417,9.7,140005,0,,,,,, fireball,3 minutes
20050319,2111.071425,7.6,57425,0,,,0,10,39, circle,1-3 min
20061107,756.6187748,5.1,,0,,,,,, circle,3 Evenings
20050311,2.23854951,10.2,1009,1,,,0,10,, cylinder,5 minutes
20050311,6.477186006,4.9,199012,1,,,,,, disk,3 minutes (maybe)
20050311,576.9543423,4,12637,1,,,0.01,10,, unknown,45 seconds
20050311,,,,1,,,,,, unknown,10 minutes
20050311,,,98966,1,,,0,,, light,10
20050312,2.006325323,5.4,4164,1,,,0,10,, light,1 to 2 Hours
20050314,0.263918586,8,,1,,,0,10,, light,40 seconds
20050314,2.526982753,8.6,2752523,1,,,0.01,6,25, flash,1 second or so
20050317,,,,1,,,,,, unknown,10 seconds
20050413,,,,1,,,,,, light,2 min
20050901,2744.843337,7.6,13411,1,,,,,, disk,45 seconds
20060313,1709.106256,7.4,81666,1,,,0,10,,,a few seconds
20050312,0.217449418,6.3,,0,,,0,10,, unknown,9 sec.
20050312,0.921831611,6.3,45539,0,,,0,10,, unknown,2 seconds
20050312,0.996198925,9.1,58583,0,,,,,, other,less than 10 seconds
20050312,1.578686553,9.3,,0,,85.75871661,0,10,, oval,2-3 minutes
20050312,1.69501117,2.9,,0,,,0,8,, oval,5sec
20050312,4.938926603,8.1,12525,0,,40.77948045,0,10,, fireball,Unknown
20050312,5.218405696,6.6,,0,,,,,, fireball,seconds
20050312,6.412679836,6.3,,0,,,0,10,, fireball,15 min.
20050312,1352.916177,11.1,7857,0,,,0,10,, unknown,7 sec
20050312,1691.701279,7.2,,0,,,0,7,, fireball,8-10 seconds
20050312,,,573336,0,,,,,,,3 minutes
20050312,,8.4,6511,0,,,0,10,, sphere,3 to 4 seconds
20050312,,,,0,,,,,, light,5--6 seconds
20050312,,6.3,1694,0,,,0,,, unknown,6 sec.
20050313,0.430563168,6.9,,0,,,0,10,, fireball,split second
20050313,2.517925367,9.1,,0,,,,,, teardrop,10 seconds
20050313,,,19962,0,,,,,, sphere,3 minutes
20050313,,,,0,,,,,, fireball,1-2 seconds
20050314,0.275470345,7.5,,0,,,0,10,, sphere,6 seconds
20050314,1328.501722,7.3,538053,0,,,0,10,, fireball,minute
20050511,42.08423208,3.3,,0,,,0,10,, unknown,5 min
20050707,5.606425227,7.1,,0,,,0.04,5,, fireball,10 seconds
20051129,7.565886791,9.9,2139,0,,,0,10,, disk,one hour
20060623,3.393542683,11,,0,,,0,10,, disk,3 minutes
20050313,2.673981379,11,81332,0,,,,,38, triangle,2Minutes
20050313,,,15458,0,,,0,10,, triangle,10 seconds
20050314,0.356806309,5.9,63805,0,,,0,10,, changing,15 seconds
20050314,1.28908065,7.7,43082,0,,,0,10,, triangle,3 minutes
20050314,2.532095933,7.1,36534,0,,,0,10,, light,Ten minutes
20050314,4.855194866,7.1,1087,0,,,0,10,, unknown,10 mins
20050314,1866.447889,6.7,19137,0,,,0,10,, triangle,30sec-60sec
20050317,0.774217309,6.9,,0,,,,,, sphere,1 minute
20050320,0.492936555,5.9,,0,,,0,10,, formation,3 mins
20050327,,,,0,,,,,, light,5 seconds
20050404,,,,0,,,,,, diamond,one minute
20051028,3781.154905,7.1,34560,0,,,0,10,, circle,2 minutes
20050313,1291.788966,6.7,27364,0,,,,,, light,10 seconds
20050314,1.946398085,2.6,,0,,,0.02,8,, oval,5 - 6 seconds
20050314,3.007249445,7.3,,0,,,,,, light,five seconds
20050314,6.225862522,5.6,10690,0,,,0,10,, other,15 to 20 seconds
20050314,,5.3,77957,0,,,,,, unknown,5 sec.
20050314,,,3348,0,,,0,,, disk,7-Mar
20050315,0.973131669,8.3,,0,,,0,16,, light,3 seconds
20050316,410.8907253,6.1,6403,0,,,,,, rectangle,30 minutes
20050318,410.8907253,6.1,6403,0,,,,,, rectangle,30 minutes
20050319,3.169466197,5,7817,0,,25.52371255,,,, disk,unkown
20050618,0.327758596,6.7,1490861,0,,,0,10,26, triangle,5 minutes
20060122,,,,0,,,,,, disk,5-10 minutes
20060122,,,,0,,,,,, disk,5-10 mins
20080514,1.091494687,5.7,382198,0,,,0,10,, light,15 seconds
20050315,0.645628888,5.9,637139,0,,,0,10,28, disk,different times
20050315,3.46671582,7.9,120957,0,,,0,8,, light,five minutes
20050315,1236.706112,11.1,168643,0,,,0,10,, teardrop,2 min
20050315,1912.157022,5,155381,0,,,,,, teardrop,five seconds
20050316,0.191662266,8.4,19515,0,,,0,7,, unknown,2-3 hrs
20050317,2.859999152,5.8,821,0,,,0,20,, light,1 minute
20050318,0.812951859,10.3,308,0,,80.44794256,0,10,, light,1 to 2 hours
20050321,70.16276318,5.2,15853,0,,,0.01,9,, circle,3-5 seconds
20050323,5.569347255,7.7,,0,,,0,10,, other,1 minute
20050426,6.384818141,6.1,,0,,,0,8,, light,5 minutes
20050527,2.551199252,4.2,2992,0,,37.95955894,0.03,10,, triangle,10 seconds
20050719,3231.244456,7.6,,0,,,0,10,,,
20050822,289.5749569,9.4,26610,0,,,,,, cigar,15 minutes?
20060224,0.614595558,11,550857,0,,,0,10,31, other,4min
20060511,,6.9,,0,,,,,, other,unknown
20070314,624.4633678,6,39688,0,,,0,9,, rectangle,30 minutes
20080215,9.22E+18,,,0,,,,,, disk,20 minutes
20080515,1.899196133,8.2,50768,0,,,0,10,, other,20 mins.
20081217,9.22E+18,,,0,,,,,, circle,2-3 seconds
20050316,0.558981819,7.5,24430,0,,,0,10,, cigar,5 seconds
20050316,0.558981819,7.5,28706,0,,,0,10,, circle,30 sec
20050316,24.0670613,7.9,12684,0,,,,,, light,Constant
20050316,,,,0,,,0,6.2,, light,30 minutes
20050317,5.029949636,6.3,3625,0,,,0,8,, formation,about 2to3 mins.
20050317,676.2911481,2.8,,0,,,,,, circle,seconds
20050318,1500.891726,5.9,,0,,,0,10,, light,2 sightings: 40 sec. and
20050416,,7.3,,0,,,0,10,, other,10-15 seconds
20050417,1.785574928,6.8,736,0,,,0,7,, disk,2-3 minutes
20050508,6.594483411,3.1,,0,,,,,, other,10-15 Seconds
20050610,,,,0,,,,,, unknown,30 minutes
20050821,,,,0,,,,,, oval,3 minutes
20050317,1093.244742,7.5,21790,0,,,,,15, light,2 hours
20050318,0.021525339,6.2,21971,0,,,,,39, light,10 minutes
20050318,1.741035963,6.5,,0,,,0,10,, oval,10 seconds
20050318,,,3219,0,,,,,, changing,
20050319,,,,0,,,,,, rectangle,3 minutes
20050424,452.1237788,3,1995773,0,,,0,6,, triangle,15 minutes
20050509,800.4287366,6.8,,0,,,0,9,, circle,About 10 secs
20050523,2.128119581,4,52716,0,,,0,10,, cigar,20-30 minutes
20080117,,,,0,,,0,10,, light,less than 1.5 minutes
20050318,639.0276159,3,11923,0,4922.456216,,0,10,, circle,2 MIN
20050318,3187.290917,3.9,6443,0,4922.456216,,0,8,, unknown,5 minutes
20050319,4.838611057,6.6,29498,0,4922.456216,,,,, cigar,1hr 15 min
20050319,260.1265472,7.6,,0,4922.456216,,0,10,, circle,approximately 5 seconds
20050320,3.648944887,5,,0,4922.456216,,0,10,, circle,3 seconds
20050321,1632.967438,8.8,6998,0,4922.456216,,0,4,, flash,15 minutes
20050322,,,710,0,4922.456216,,0,2.6,, changing,5 mins
20050303,18.53876254,9.2,,0,,,,,, changing,
20050319,1.091494687,5.7,382198,0,,,0,10,, disk,15 minutes
20050319,1.091494687,5.7,,0,,,0,10,, circle,30 seconds
20050319,201.963603,11.9,,0,,,0.24,4,, oval,8 minutes
20050319,,,13788,0,,,0,2,, oval,20
20050319,,,382198,0,,,0,19,, disk,30 minutes
20050320,2.530288253,3.4,,0,,,,,, changing,15-20min
20050320,1154.120367,9.1,3031,0,,,0,10,, circle,30 seconds
20050322,15.60498336,6,,0,,,0,10,, changing,10 mins
20050322,813.4621444,7.2,20642,0,,,0,10,, triangle,2 minutes
20050319,,,725,0,,,,,, light,1 minute
20050320,1.954882437,7.3,151535,0,,,0,10,, light,30 SECONDS
20050325,1.540553867,7.4,,0,,,0,10,39, circle,5 minutes
20050329,0.72355744,4.4,132582,0,,,0,10,, unknown,10 Minutes
20050331,754.1584636,6.2,725,0,,,0,7,, light,1 minute
20050422,754.1584636,6.2,1706,0,,,0,7,, oval,brief
20060219,1.93080561,4.9,405,0,,,0.02,7,, light,10 minutes
20060225,,,,0,,,,,, disk,5 Minutes
20060320,2.745392841,9.2,3404,0,,,,,, fireball,
20070218,0.211329678,8.2,1417720,0,,7.357785934,0,10,32, light,1 min. (approx.)
20050320,9.22E+18,,2644,0,,,0,0.2,, chevron,30 seconds
20050321,1.468498111,6.1,60440,0,,,0,10,, triangle,2 minutes
20050321,1.741035963,6.5,18838,0,,,0,10,, sphere,10 Minutes
20050321,3.108760218,9,215023,0,,,0.42,9,, triangle,15 secconds
20050321,3.529127686,7.3,215023,0,,,0,10,34, triangle,3 minutes
20050321,1002.446036,6.8,46226,0,,,,,, fireball,less than 1 minute
20050321,,6.2,17837,0,,,,,, triangle,10 seconds
20050321,,,,0,,,,,, light,10 min
20050322,0.500781489,6.8,88027,0,,,0,9,, diamond,3 Minutes
20050322,1.27940277,6.4,21971,0,,,,,, light,30 min plus
20050322,4.530998845,8.2,645100,0,,5.019663925,0,10,38, light,45 seconds
20050322,2179.947251,7.6,46226,0,,,0,10,, fireball,45 minutes
20050323,0.670603305,6.4,,0,,,,,, light,1:46
20050323,4.530998845,8.2,63366,0,,5.019663925,0,10,38, circle,2 hours
20050408,,7.8,,0,,9.860708368,0,10,, egg,2 Minutes
20050619,0.864523077,6,12159,0,,,,,, fireball,several minutes
20050809,226.748246,7.6,,0,,,,,, triangle,5-10 minutes
20050321,1.832017471,8.5,167443,0,,1.778862556,0,20,39, triangle,30 Sec
20050322,1.953055193,8.2,505902,0,,11.71937854,0,15,, light,10 seconds
20050322,2.963600357,8.2,428482,0,,11.46454846,0,15,, triangle,20 seconds
20050322,,6,212224,0,,,0,10,, triangle,20sec.
20050323,,,,0,,,0,,, triangle,3 Seconds
20050324,,7.9,,0,,,0,10,, light,5-10 minutes
20050330,13.57691227,10.9,1215,0,,,0,,, light,5 minutes
20050626,0.356232111,15.9,210863,0,,,0.15,10,32, oval,a few seconds
20050323,1.474915808,8.3,12731,0,,,0.02,8,, light,10 minutes
20050412,0.59698222,7.2,52522,0,,,,,, triangle,20 minutes
20050813,2.763033854,8.3,80680,0,,,,,, triangle,2 minutes
20050325,2598.700167,7.6,14478,0,,,0,10,34, circle,5 minutes
20050328,0.158223041,8.5,1749,0,,,0,10,, cigar,UNKNOWN
20050328,1231.917252,6.9,74731,0,,,,,, fireball,60 seconds
20050624,,,,0,,,,,, cone,
20050302,4.653452119,6.8,,0,,,0,9,, triangle,2 minites
20050325,2.519052183,10.4,11271,0,,70.85735678,0,10,, light,30 seconds
20050325,4.466600008,4.4,2291,0,,,0,9,, light,5 mins
20050326,,,,0,,,,,, triangle,20 minutes
20050326,,,550857,0,,,,,, light,30 seconds
20050329,,,,0,,,,,, triangle,18
20050330,,,47556,0,,,,,, rectangle,1 second
20050401,,11,,0,,,0,10,35, fireball,6 seconds
20050424,0.840156754,4.9,,0,,,0.15,6,, sphere,2 minutes
20060129,4.509222523,7.1,9747,0,,,0,9,, circle,10 seconds
20061015,1.832017471,8.5,505902,0,,1.778862556,0,20,31, diamond,30 seconds
20050326,0.167559524,8,47656,0,,,,,21, triangle,30 seconds
20050327,2.750604447,8.4,326829,0,,,0,10,, light,1 minute
20050327,1036.774562,5,,0,,60.12137404,0,10,, oval,5 minutes
20050328,0.654214097,9.5,38129,0,,,0,9,, fireball,seconds
20050330,,,3480,0,,,,,, cigar,4 minutes
20050327,1137.189663,9.4,9979,0,,,0,10,, unknown,1.5 seconds
20050327,,,,0,,,,,, light,10-15 seconds
20050327,,,,0,,,,,, circle,12 seconds
20050328,0.701057993,8.5,11528,0,,,0,10,74, formation,45 Min.
20050328,0.986896194,7.1,,0,,,0,7,, cone,?
20050328,1.739371025,8.3,20615,0,,,0,,, unknown,2 MINUTES
20050328,2.356284562,5.7,405819,0,,,0,10,, fireball,2 seconds
20050331,,,1257278,0,,,,,, triangle,10 minutes
20050401,2.541612722,8.8,36711,0,,,0,8,, light,10min
20050622,2.356284562,5.7,20615,0,,,0,10,, circle,seconds
20060130,213.2993948,6.7,22834,0,,,0,7,, changing,UFO
20060328,2.053420241,5.1,4134,0,,,0,10,, cylinder,5 MINUTES
20050328,0.012336254,8.1,122907,0,,,0,8,, disk,1.5 minutes
20050329,1.091494687,5.7,382198,0,,,0,10,, circle,about 7 minutes
20050330,0.446281557,10.3,76997,0,,,0.01,10,46, unknown,2 min
20060408,307.4198555,4.5,2255,0,,,0.85,6,, other,45 seconds
20060408,307.4198555,4.5,2255,0,,,0.85,6,, other,45 seconds
20050329,0.059974531,8.2,78649,1,,,0,10,32, circle,4 minutes
20050329,,,1145,1,,,,,, light,25 min
20050330,8.648320147,6.5,,1,,,0,10,, sphere,10 minutes
20050407,1.507846118,10.5,708423,1,,,,,, triangle,5min
20050412,,5.9,,1,,,0.71,7,, light,2 mins
20050330,5.642079845,9.8,3175,0,,,0,10,, light,5 seconds
20050330,1258.591079,7.1,2172,0,,,0,5,, formation,30 seconds
20050330,4608.218893,4.4,244,0,,,0,10,, circle,5 mins
20050331,0.412385688,2.7,233,0,,,0,10,, fireball,5 seconds
20050331,2382.646994,7.6,47077,0,,,0,10,31, cigar,about 15-30 seconds
20050404,206.1383927,4.8,763016,0,,14.55396516,0,10,, teardrop,4 sec
20050423,1.015127977,6.9,763016,0,,,0,10,,,
20050509,2382.646994,7.6,12749,0,,,0,10,31, sphere,approx 2 minutes
20050330,7.078843553,6.1,5645,0,1784.157037,,0,10,, triangle,5 minutes
20050331,0.986896194,7.1,6524,0,1784.157037,,0,10,20, unknown,5 minutes
20050331,1.796618941,7,2973,0,1784.157037,,0.04,10,3, light,5 min maybe more
20050331,87.58654097,8.4,1171519,0,1784.157037,,0,10,, rectangle,2-3 minutes
20050331,,,405819,0,1784.157037,,,,, disk,30 Seconds
20050401,0.081219063,5.9,3955,0,1784.157037,,0,10,27, disk,5-10min
20050401,3322.418288,6.1,,0,1784.157037,,,,, circle,10 minutes
20050404,,9.4,,0,1784.157037,,,,,,5 minutes
20050406,2.096445055,8.5,,0,1784.157037,,0,10,, unknown,25 seconds
20050531,3.440822054,8.4,118698,0,1784.157037,,0,,49, light,5 seconds
20050401,,,,0,,,,,, light,about 3- 5 min
20050402,1.245351328,7,,0,,,0.29,9,25, light,5 seconds
20050403,,,308398,0,,,,,, sphere,1 hour
20050405,0.235215775,7.2,,0,,,0,10,, circle,3 minutes
20050411,1.832017471,8.5,60440,0,,1.778862556,0,20,35, light,unknown
20050430,0.774014988,8.4,505902,0,,9.860708368,0,10,, triangle,1 minute
20050701,4822.973961,5,,0,,,,,, circle,3 min
20050815,3791.797491,11,,0,,,,,, unknown,1 minute
20050817,1.21752548,8.3,10324,0,,25.1608024,,,, formation,00:01.0
20051226,2.50667442,10.9,5988,0,,,0,10,, sphere,5- 7 seconds
20060318,0.8221612,5.1,666952,0,,,0.24,10,36, disk,3 min
20071003,2.374758045,8.3,150209,0,,,0,,30, oval,
20100828,1.727194035,8.5,18907,0,,,0,10,, chevron,1 minute
20050402,0.211329678,8.2,36187,0,4450.711784,7.357785934,0,10,42, changing,2 minutes
20050402,0.519576735,4.5,,0,4450.711784,,0,10,, light,5-10 minutes
20050402,0.718601492,8,83698,0,4450.711784,,0,2,39, unknown,6 seconds
20050402,1.938341942,6.7,1417720,0,4450.711784,,0,10,41, triangle,10 seconds
20050403,,8.6,131126,0,4450.711784,,0.98,3,37, circle,5 sec
20050404,0.467437172,8.5,87669,0,4450.711784,,0.51,6,42, sphere,1 or 2 seconds
20050404,1.231515021,9.1,28381,0,4450.711784,,0,10,, circle,7:00pm-7:15pm
20050405,,,208611,0,4450.711784,,,,, flash,3-5 seconds
20050409,1.413435385,4.9,,0,4450.711784,,0.46,8,31, diamond,4-7 seconds
20050425,,,24010,0,4450.711784,,0,6.2,, flash,4 minutes or  more
20060815,,,,0,4450.711784,,,,, triangle,1 minute
20050403,3.460051967,6.8,494294,0,9023.987866,,0,10,, changing,15 mins
20050403,11.46161557,12.1,49024,0,9023.987866,,0,10,, unknown,5 minutes
20050403,4698.526371,4,376937,0,9023.987866,,,,50, triangle,1 minute
20050404,307.3521535,5.3,,0,9023.987866,,0,7,, other,2-3 sec.
20050404,1701.084154,8,66654,0,9023.987866,,0,10,, chevron,5 seconds
20050405,3.411333341,4,6566,0,9023.987866,,,,, triangle,&gt;10 min
20050408,0.38841118,7.6,18454,0,9023.987866,,0,10,, cigar,15 minutes
20050409,,,,0,9023.987866,,,,, unknown,15 seconds
20050426,0.960175255,6.8,5041,0,9023.987866,,,,,,5 minutes
20050404,1.557979123,7,,0,,,0,10,, other,15 minutes
20050407,1.64894723,5.4,18907,0,,,0,10,47, fireball,3-4 seconds
20050411,1605.472694,8.4,,0,,,0.01,10,, light,3 Seconds
20050417,1.727194035,8.5,,0,,,0,10,, triangle,10 seconds
20050405,2.014425621,8.1,,0,,,0,10,, cigar,10 sec
20050405,9.820184222,9.9,,0,,,0,10,, sphere,1 sec
20050405,,,,0,,,,,, changing,25 minutes
20050406,9.22E+18,,,0,,,,,, formation,15M
20050407,9.908872903,7.2,20593,0,,,,,, other,6 minutes
20051113,,,,0,,,,,, disk,north
20051113,,,,0,,,,,, disk,about half an hour
20050406,4.021259907,8.4,210863,0,9613.007973,,0,10,58, light,3.5 hours
20050406,6.451368927,7.5,44791,0,9613.007973,,0,10,, triangle,4 seconds
20050406,1905.939199,7.6,19016,0,9613.007973,,0,6,, sphere,2 min
20050407,0.356232111,15.9,,0,9613.007973,,0,10,48, other,30 seconds
20050417,,,,0,9613.007973,,,,, formation,1  1/2 minutes
20050808,14.09537302,10.9,,0,9613.007973,,,,, formation,3 hours
20050408,0.550052246,10.9,17221,0,,,0,10,, triangle,7 seconds
20050409,,,827,0,,,0,10,, sphere,3 seconds
20050412,0.860623951,7.8,50200,0,,,0,9,, other,10 sec
20050419,1421.228847,10.1,14653,0,,,,,, changing,20 minutes
20050510,,6.1,,0,,,0,10,, circle,00:10.3
20050706,0.986896194,7.1,405819,0,,,0,9,46, diamond,25 minutes
20050805,,7.3,,0,,,0.09,9,, circle,1 hour
20080726,181.6648993,4.9,,0,,,,,, circle,3 min
20050408,2.112039017,6.9,61202,0,,,,,, circle,&gt;5 seconds
20050408,6.989024415,5.2,249244,0,,,0.58,8,36, disk,3 minutes
20050409,0.081219063,5.9,31311,0,,,0,10,47, unknown,2 HOURS
20050409,6.568549223,5.7,,0,,,,,39, unknown,2 mins approx
20050409,247.2734598,7,143209,0,,,0,10,, circle,2 seconds
20050409,,6.9,1171519,0,,52.04628855,0,10,, unknown,15 minutes
20050411,0.435723232,6.1,,0,,,0.06,4,, unknown,1 to 2 minutes
20050411,,,38679,0,,,,,, unknown,about 10 min.
20050409,0.308702079,8.4,,0,,,0,10,, triangle,2 min
20050409,0.667636228,7.7,20786,0,,,0,10,, other,3 minutes
20050409,0.718654363,7.6,16257,0,,,0,10,, light,60 MINS+
20050409,3.901741736,5.9,9616,0,,,0,10,, disk,1minute
20050410,1.023527668,7,,0,,22.99023383,0,10,, triangle,10 seconds
20050410,1.500490868,6.2,2798,0,,,0,10,, fireball,5 Seconds
20050410,25.32384799,5.8,,0,,,,,, triangle,3 minutes
20050410,264.5813581,8.4,13660,0,,,0,10,, oval,5 minutes
20050410,496.8362908,7.4,26598,0,,,0,10,, circle,3-4 seconds
20050410,,,6739,0,,,,,, light,10 sec./
20050411,,5.6,897,0,,,0,10,, fireball,10 or 15 seconds
20050413,778.8266126,4.2,,0,,,0,10,, triangle,3 min
20050511,778.8266126,4.2,,0,,,0,10,, sphere,+- 13 MIN
20050613,778.8266126,4.2,,0,,,0,10,, triangle,3 mins
20050627,778.8266126,4.2,,0,,,0,10,,,
20051206,2.234619391,8.5,96550,0,,,0,15,41, circle,3-4 min
20060409,863.5841602,9.1,152925,0,,,0,15,, circle,1 min or less
20060916,,,,0,,,,,, fireball,5 mins
20080630,2.646177002,9.3,21587,0,,92.10437689,0,7,, formation,0:07
20050410,2228.117036,7.6,,0,,,0,10,, circle,10 minutes
20050411,3.927579734,8.4,180488,0,,,0,10,, changing,10 min. approx.
20050412,264.0425518,6.7,56080,0,,,0,10,,,Eight seconds
20050413,0.782095521,5.7,31902,0,,,0,7,, circle,5-10 minutes
20050416,0.25705088,5.1,43183,0,,3.421863002,0,10,, triangle,1 minute
20050821,0.211329678,8.2,1417720,0,,7.357785934,0,10,36, oval,45 sec
20051008,,,,0,,,,,, fireball,20 minutes
20050411,1.060513437,7.3,2454,0,5846.674472,,0,10,, disk,2 to 3 min
20050411,307.6528157,6.5,,0,5846.674472,56.60356635,1.52,4,, light,4 mins
20050411,1139.472381,9.1,30946,0,5846.674472,,0.89,8,, circle,5 mins
20050411,1139.472381,9.1,19962,0,5846.674472,,0,10,, changing,about ten minutes
20050411,1328.501722,7.3,1319,0,5846.674472,,0.1,10,, fireball,2-3 seconds
20050411,,,,0,5846.674472,,,,, chevron,1.5hr
20050412,1.727703451,8,,0,5846.674472,4.955721165,0,7,, circle,1 hour
20050412,2615.146408,7.6,,0,5846.674472,,0,7,, cylinder,1 minute
20050413,133.1994772,4.9,14196,0,5846.674472,,0,10,, light,3+ hours
20050413,,,,0,5846.674472,,,,, oval,half hour
20050424,3.300839947,9.1,103391,0,5846.674472,,,,, light,15 Mins +
20051106,,,,0,5846.674472,,0,6.2,, circle,8 seconds
20070101,1.832017471,8.5,505902,0,5846.674472,1.778862556,0,20,41, disk,
20080727,,,,0,5846.674472,,,,, disk,8 seconds
20050412,0.251619188,7.2,457,1,,,0,9,38, sphere,5-10 Min
20050412,1.955674525,8.3,3788197,1,,64.71437289,,,, triangle,30 sec
20050412,,,3788197,1,,,,,, triangle,3 seconds
20050413,2179.947251,7.6,14279,1,,,0,8,, unknown,10:58
20050413,,,,1,,,0,,, oval,1 minute
20050414,1.3338543,7.4,,1,,,0,10,, light,3 minutes
20050502,820.4078681,7,88027,1,,,,,, triangle,20 seconds
20050504,0.251619188,7.2,59134,1,,,0,9,38, triangle,5 sec
20050531,3007.943665,7.6,,1,,,,,, oval,5 seconds
20051229,,5,505902,1,,1.778862556,0,20,49, disk,unknown
20060813,1.232504677,8.3,77123,1,,,0,9,, light,5 minutes
20090423,507.0246967,8.3,,1,,,,,,,10 SECONDS
20050412,4.218690358,6.4,12612,0,,,0.11,10,, light,15 seconds
20050413,1.240758441,8.4,48876,0,,,0,10,, changing,5-7 minutes
20050413,1.413435385,4.9,28381,0,,,0,10,45, unknown,1 hour
20050413,1.501335843,7,14027,0,,,,,, light,more than one hour  still
20050413,,10.4,20383,0,,,0,10,, circle,aprrox 5 seconds
20050414,1.961465153,4.9,550857,0,,,0,10,, light,45 seconds
20050416,,9.2,27732,0,,,0,10,42, light,thirty minutes
20050421,1.17935104,8.3,,0,,,0,8,, other,25 seconds
20050821,0.461291107,7.5,200557,0,,9.715478414,0,9,, sphere,17 min
20070220,159.5652171,5,312617,0,,,0,10,, cigar,2 MINS.
20050414,0.924687762,8.3,64634,0,5711.549625,,0,10,, fireball,10 sec.
20050414,479.5918173,8.3,,0,5711.549625,,0,10,, unknown,15 minutes
20050414,519.8213365,4.3,34884,0,5711.549625,,0,8,, oval,
20050415,0.211329678,8.2,16072,0,5711.549625,7.357785934,0,10,46, changing,Appx. 1 hour
20050415,3.293287786,7.7,,0,5711.549625,,0,10,, triangle,10 seconds
20050415,57.43369901,7.2,13283,0,5711.549625,,0,10,45, triangle,1-2mins
20050415,,,10283,0,5711.549625,,,,, egg,10 Seconds
20050415,,,42564,0,5711.549625,,0,10,, disk,30 seconds
20050416,0.211329678,8.2,1417720,0,5711.549625,7.357785934,0,10,46, cigar,5 minutes
20050416,0.812951859,10.3,15853,0,5711.549625,80.44794256,0,10,, light,10 seconds
